study,doi,year,study.area,lat,long,latlong.precision,plot.group,plot.name,plot.type,woody.veg,veg.planted,veg.age.yrs,soil.texture,soil.clay,soil.sand,soil.silt,soil.sample.diameter,soil.sample.depth.min,soil.sample.depth.max,pool,metric,value,value.se,value.units,value.precision,comments,flag
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,0,20,soil,total carbon concentration,35.90,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,woodlot,reference,yes,no,200,loam,,,,5.3,20,40,soil,total carbon concentration,2.50,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,woodlot,reference,yes,no,72,loam,,,,5.3,20,40,soil,total carbon concentration,16.50,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,woodlot,reference,yes,no,27,loam,,,,5.3,20,40,soil,total carbon concentration,11.50,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,woodlot,reference,yes,no,54,loam,,,,5.3,20,40,soil,total carbon concentration,38.30,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,20,40,soil,total carbon concentration,7.30,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,20,40,soil,total carbon concentration,15.70,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,20,40,soil,total carbon concentration,13.90,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,20,40,soil,total carbon concentration,22.70,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,20,40,soil,total carbon concentration,19.80,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,20,40,soil,total carbon concentration,16.00,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,20,40,soil,total carbon concentration,14.80,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,20,40,soil,total carbon concentration,27.00,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,woodlot,reference,yes,no,200,loam,,,,5.3,40,60,soil,total carbon concentration,1.30,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,woodlot,reference,yes,no,72,loam,,,,5.3,40,60,soil,total carbon concentration,8.20,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,woodlot,reference,yes,no,27,loam,,,,5.3,40,60,soil,total carbon concentration,11.90,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,woodlot,reference,yes,no,54,loam,,,,5.3,40,60,soil,total carbon concentration,19.10,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,40,60,soil,total carbon concentration,9.50,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,40,60,soil,total carbon concentration,11.40,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,40,60,soil,total carbon concentration,13.20,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,40,60,soil,total carbon concentration,16.90,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,40,60,soil,total carbon concentration,13.30,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,40,60,soil,total carbon concentration,6.30,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,40,60,soil,total carbon concentration,10.40,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,40,60,soil,total carbon concentration,15.60,NA,g/kg,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,woodlot,reference,yes,no,200,loam,,,,5.3,0,60,soil,total carbon stock,130.00,NA,t/ha,reported site mean,,3
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,woodlot,reference,yes,no,72,loam,,,,5.3,0,60,soil,total carbon stock,102.00,NA,t/ha,reported site mean,,3
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,woodlot,reference,yes,no,27,loam,,,,5.3,0,60,soil,total carbon stock,91.00,NA,t/ha,reported site mean,,3
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,woodlot,reference,yes,no,54,loam,,,,5.3,0,60,soil,total carbon stock,173.00,NA,t/ha,reported site mean,,3
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,0,60,soil,total carbon stock,78.00,NA,t/ha,reported site mean,,3
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,0,60,soil,total carbon stock,78.00,NA,t/ha,reported site mean,,3
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,0,60,soil,total carbon stock,110.00,NA,t/ha,reported site mean,,3
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,0,60,soil,total carbon stock,104.00,NA,t/ha,reported site mean,,3
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,0,60,soil,total carbon stock,117.00,NA,t/ha,reported site mean,,3
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,0,60,soil,total carbon stock,88.00,NA,t/ha,reported site mean,,3
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,0,60,soil,total carbon stock,104.00,NA,t/ha,reported site mean,,3
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,0,60,soil,total carbon stock,113.00,NA,t/ha,reported site mean,,3
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,woodlot,reference,yes,no,200,loam,,,,5.3,0,20,soil,total carbon stock,115.70,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,woodlot,reference,yes,no,72,loam,,,,5.3,0,20,soil,total carbon stock,62.22,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,woodlot,reference,yes,no,27,loam,,,,5.3,0,20,soil,total carbon stock,33.67,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,woodlot,reference,yes,no,54,loam,,,,5.3,0,20,soil,total carbon stock,74.39,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,0,20,soil,total carbon stock,36.66,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,0,20,soil,total carbon stock,41.34,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,0,20,soil,total carbon stock,38.50,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,0,20,soil,total carbon stock,46.80,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,0,20,soil,total carbon stock,47.97,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,0,20,soil,total carbon stock,40.48,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,0,20,soil,total carbon stock,36.40,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,0,20,soil,total carbon stock,65.54,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,woodlot,reference,yes,no,200,loam,,,,5.3,20,40,soil,total carbon stock,6.50,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,woodlot,reference,yes,no,72,loam,,,,5.3,20,40,soil,total carbon stock,22.44,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,woodlot,reference,yes,no,27,loam,,,,5.3,20,40,soil,total carbon stock,27.30,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,woodlot,reference,yes,no,54,loam,,,,5.3,20,40,soil,total carbon stock,60.55,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,20,40,soil,total carbon stock,18.72,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,20,40,soil,total carbon stock,24.96,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,20,40,soil,total carbon stock,36.30,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,20,40,soil,total carbon stock,38.48,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,20,40,soil,total carbon stock,38.61,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,20,40,soil,total carbon stock,33.44,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,20,40,soil,total carbon stock,39.52,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,20,40,soil,total carbon stock,32.77,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,woodlot,reference,yes,no,200,loam,,,,5.3,40,60,soil,total carbon stock,3.90,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,woodlot,reference,yes,no,72,loam,,,,5.3,40,60,soil,total carbon stock,13.26,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,woodlot,reference,yes,no,27,loam,,,,5.3,40,60,soil,total carbon stock,30.03,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,woodlot,reference,yes,no,54,loam,,,,5.3,40,60,soil,total carbon stock,36.33,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,40,60,soil,total carbon stock,22.62,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,40,60,soil,total carbon stock,11.70,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,40,60,soil,total carbon stock,35.20,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,riparian buffer,poplar plantation,yes,yes,9,loam,,,,5.3,40,60,soil,total carbon stock,18.72,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,40,60,soil,total carbon stock,30.42,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,40,60,soil,total carbon stock,14.08,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,40,60,soil,total carbon stock,28.08,NA,t/ha,reported site mean,,
Fortier et al. 2013,10.1186/2193-1801-2-539,2013,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,herbaceous buffer,baseline,NA,NA,0,NA,,,,5.3,40,60,soil,total carbon stock,14.69,NA,t/ha,reported site mean,,
Fortier et al. 2015,10.1016/j.jenvman.2015.02.039,2015,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,woodlot,reference,yes,no,200,loam,,,,NA,NA,NA,aboveground biomass,carbon stock,115.00,NA,t/ha,reported site mean,stem+branch+leaves,1
Fortier et al. 2015,10.1016/j.jenvman.2015.02.039,2015,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,woodlot,reference,yes,no,73,loam,,,,NA,NA,NA,aboveground biomass,carbon stock,100.60,NA,t/ha,reported site mean,stem+branch+leaves,1
Fortier et al. 2015,10.1016/j.jenvman.2015.02.039,2015,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,woodlot,reference,yes,no,27,loam,,,,NA,NA,NA,aboveground biomass,carbon stock,40.90,NA,t/ha,reported site mean,stem+branch+leaves,1
Fortier et al. 2015,10.1016/j.jenvman.2015.02.039,2015,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,woodlot,reference,yes,no,54,loam,,,,NA,NA,NA,aboveground biomass,carbon stock,79.10,NA,t/ha,reported site mean,stem+branch+leaves,1
Fortier et al. 2015,10.1016/j.jenvman.2015.02.039,2015,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,NA,NA,NA,aboveground biomass,carbon stock,90.50,NA,t/ha,reported site mean,stem+branch+leaves,1
Fortier et al. 2015,10.1016/j.jenvman.2015.02.039,2015,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,riparian buffer,poplar plantation,yes,yes,9,loam,,,,NA,NA,NA,aboveground biomass,carbon stock,24.10,NA,t/ha,reported site mean,stem+branch+leaves,1
Fortier et al. 2015,10.1016/j.jenvman.2015.02.039,2015,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,NA,NA,NA,aboveground biomass,carbon stock,47.80,NA,t/ha,reported site mean,stem+branch+leaves,1
Fortier et al. 2015,10.1016/j.jenvman.2015.02.039,2015,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,riparian buffer,poplar plantation,yes,yes,9,loam,,,,NA,NA,NA,aboveground biomass,carbon stock,55.80,NA,t/ha,reported site mean,stem+branch+leaves,1
Fortier et al. 2015,10.1016/j.jenvman.2015.02.039,2015,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,woodlot,reference,yes,no,200,loam,,,,NA,NA,NA,inventory biomass,carbon stock,151.80,NA,t/ha,reported site mean,above+below,
Fortier et al. 2015,10.1016/j.jenvman.2015.02.039,2015,"southern Quebec, Canada",45.374913,-72.00795,estimated,Magog,woodlot,reference,yes,no,73,loam,,,,NA,NA,NA,inventory biomass,carbon stock,116.70,NA,t/ha,reported site mean,above+below,
Fortier et al. 2015,10.1016/j.jenvman.2015.02.039,2015,"southern Quebec, Canada",45.374913,-72.00795,estimated,Roxton,woodlot,reference,yes,no,27,loam,,,,NA,NA,NA,inventory biomass,carbon stock,46.10,NA,t/ha,reported site mean,above+below,
Fortier et al. 2015,10.1016/j.jenvman.2015.02.039,2015,"southern Quebec, Canada",45.374913,-72.00795,estimated,St-Isidore,woodlot,reference,yes,no,54,loam,,,,NA,NA,NA,inventory biomass,carbon stock,94.90,NA,t/ha,reported site mean,above+below,
Fortier et al. 2015,10.1016/j.jenvman.2015.02.039,2015,"southern Quebec, Canada",45.374913,-72.00795,estimated,Brompton,riparian buffer,poplar plantation,yes,yes,9,loam,,,,NA,NA,NA,inventory biomass,carbon stock,103.50,NA,t/ha,reported site mean,above+below,
